"Day.Mins","Day.Calls","Day.Charge","Eve.Mins","Eve.Calls","Eve.Charge","Night.Mins","Night.Calls","Night.Charge","Intl.Mins","Intl.Calls","Intl.Charge","Id"
179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1851
165.8,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,1852
222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1858
147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,1862
254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,1863
149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,1866
81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,1867
239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1870
295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1879
162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,1881
272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,1882
156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,1888
153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1890
225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,1893
249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,1894
275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2,1899
225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1904
167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,1905
150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,1913
70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,1920
260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1934
281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,1935
130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,1936
128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,1940
155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,1951
238,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,1955
236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,1966
157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,1975
237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,1978
204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,1979
272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,1985
286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,2002
328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,2029
145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,2030
217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81,2034
269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,2039
269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,2060
261.2,119,44.4,250.8,105,21.32,176,112,7.92,9.8,2,2.65,2070
228.9,134,38.91,255.7,71,21.73,208,120,9.36,10.1,2,2.73,2077
290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,2100
298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2104
222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,2107
236.2,135,40.15,273.9,88,23.28,227,77,10.22,10.1,6,2.73,2108
136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,2113
289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2114
196.2,129,33.35,176.5,86,15,232.4,108,10.46,15.2,1,4.1,2116
172.9,119,29.39,183,86,15.56,226.4,100,10.19,9.8,1,2.65,2119
249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,2120
252.3,120,42.89,207,112,17.6,284.6,95,12.81,12,5,3.24,2140
96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,2143
249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,2148
226,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2151
270,102,45.9,256.6,111,21.81,168.5,104,7.58,12,5,3.24,2156
47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,2159
89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,2161
251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,2165
47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,2174
232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,2187
169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,2188
145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,2204
278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,2211
217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,2214
303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,2216
133.3,94,22.66,247.8,126,21.06,219,78,9.86,11.3,5,3.05,2219
166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,2238
267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,2239
276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,2259
313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2268
227.1,116,38.61,120.5,103,10.24,117,102,5.27,4.7,4,1.27,2284
245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,2291
143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,2325
271.1,108,46.09,237,122,20.15,239.9,122,10.8,9.8,5,2.65,2326
167.1,77,28.41,131.8,79,11.2,187.4,98,8.43,9.4,1,2.54,2328
157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10,2,2.7,2336
179.9,72,30.58,170,98,14.45,190.6,89,8.58,13.8,2,3.73,2344
195.5,113,33.24,171.6,96,14.59,204,85,9.18,13.5,9,3.65,2348
273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2355
273.8,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2357
159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,2358
174.3,123,29.63,140.2,124,11.92,215.4,89,9.69,9,6,2.43,2370
303.9,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,2377
123.7,125,21.03,172.6,106,14.67,280.5,127,12.62,8.8,4,2.38,2378
228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,2381
202,123,34.34,184.3,78,15.67,176,89,7.92,7.4,2,2,2387
209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,2388
297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,2389
212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,2390
294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,2398
239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,2402
143,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,2403
201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,2406
203.5,82,34.6,200.3,72,17.03,214,112,9.63,13.4,6,3.62,2408
326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,2413
147.1,119,25.01,161,111,13.69,275.9,106,12.42,9,3,2.43,2416
239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2420
159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2421
197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,2422
81.7,123,13.89,210.2,108,17.87,212,64,9.54,11.3,3,3.05,2429
109,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,2433
109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,2438
279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2452
146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,2469
137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,2473
162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,2480
167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,2490
92.6,95,15.74,161.9,70,13.76,285,78,12.83,11.3,3,3.05,2494
123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12,2,3.24,2516
115,65,19.55,122.3,96,10.4,245,75,11.03,6.4,1,1.73,2527
184.7,60,31.4,262,73,22.27,239.5,120,10.78,12.3,6,3.32,2534
113,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2536
294.2,100,50.01,232.5,53,19.76,195,64,8.78,9,1,2.43,2537
211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,2540
259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,2543
247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2568
317.8,60,54.03,152.9,100,13,123.4,63,5.55,10.4,7,2.81,2573
312,112,53.04,180,109,15.3,168.6,94,7.59,12.8,4,3.46,2574
131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,2576
123.2,104,20.94,190,117,16.15,170.3,95,7.66,12.9,5,3.48,2582
231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,2592
345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,2595
264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,2596
225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,2600
162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08,2603
224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,2607
298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,2615
157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3,2620
226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,2625
322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,2630
246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27,2646
288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,2648
301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,2661
99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2663
198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,2665
255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,2667
277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,2673
224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,2674
308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,2678
144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,2682
260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,2688
240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,2695
314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,2697
255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3,2701
291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,2709
261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,2711
279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2725
245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,2732
216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,2733
169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,2736
105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2746
274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,2748
237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,2761
154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,2773
247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2774
218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,2775
239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,2785
175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,2786
111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9,6,2.43,2787
258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,2795
251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97,2801
263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,2817
167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,2820
324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,2825
129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,2828
125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,2829
266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2840
90,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2866
162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,2869
296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,2875
124.5,134,21.17,141.2,78,12,268.2,113,12.07,11.4,2,3.08,2883
285.7,44,48.57,167.5,144,14.24,260,97,11.7,8.7,4,2.35,2885
271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,2890
108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,2901
89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,2902
279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2909
276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,2925
163.4,134,27.78,240.1,87,20.41,164,147,7.38,11.6,2,3.13,2926
287.4,116,48.86,235.3,126,20,292.1,114,13.14,5,3,1.35,2927
149,73,25.33,131,81,11.14,238.6,69,10.74,8.6,3,2.32,2935
288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,2937
287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10,3,2.7,2943
245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9,13,2.43,2948
117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,2951
242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,2953
128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,2959
182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7,2961
168,81,28.56,163.2,125,13.87,172.7,120,7.77,8,2,2.16,2962
256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,2965
234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,2969
233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,2972
197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2973
135.7,107,23.07,208.4,103,17.71,209,95,9.4,8.8,3,2.38,2980
225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,2981
122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,2988
115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2990
227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,2995
266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3003
266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3020
110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,3024
85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,3036
272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,3046
158.4,92,26.93,188,117,15.98,219.7,125,9.89,13.5,4,3.65,3051
271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,3065
154.5,122,26.27,214.2,71,18.21,178,105,8.01,12,2,3.24,3071
305.1,106,51.87,188,115,15.98,235.4,116,10.59,8.5,5,2.3,3073
131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,3080
226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,3094
139.3,89,23.68,192.3,95,16.35,151,75,6.8,9.3,3,2.51,3113
291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14,9,3.78,3114
169.7,115,28.85,141.4,123,12.02,253,115,11.39,10.5,3,2.84,3126
113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,3128
322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,3133
138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,3145
205.9,97,35,277.4,117,23.58,202,139,9.09,11,2,2.97,3149
221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,3152
143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,3158
247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,3167
225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,3169
103.5,115,17.6,117.9,102,10.02,201,94,9.05,12,3,3.24,3170
246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,3190
174.7,151,29.7,148,56,12.58,168.2,109,7.57,15.8,3,4.27,3191
240,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,3192
294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,3206
125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3210
226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3225
264.5,117,44.97,194,111,16.49,262.7,111,11.82,7.5,4,2.03,3227
255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3239
248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,3242
122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,3244
103.2,117,17.54,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,3247
138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,3248
286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11,4,2.97,3256
266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11,6,2.97,3266
289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,3269
295,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,3273
107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10,3,2.7,3281
199.5,119,33.92,135,90,11.48,184.6,49,8.31,10.9,3,2.94,3288
172.1,119,29.26,223.6,133,19.01,150,94,6.75,13.9,20,3.75,3292
280,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,3302
186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,3305
140,101,23.8,196.4,77,16.69,120.1,133,5.4,9.7,4,2.62,3321
321.1,105,54.59,265.5,122,22.57,180.5,72,8.12,11.5,2,3.11,3323
118.4,126,20.13,249.3,97,21.19,227,56,10.22,13.6,3,3.67,3324
